EMPRESA;ENVIO_ID;ID_PEDIDO;ETIQUETA;DATA
126;3982442;0;PY398518299BR;14/07/2020
126;3982475;0;PY398518308BR;14/07/2020
126;3982896;0;PY398518206BR;14/07/2020
126;3984041;0;PY398518705BR;14/07/2020
126;3984053;0;PY398518719BR;14/07/2020
126;3984114;0;PY398518722BR;14/07/2020
126;3982621;0;PY398518775BR;13/07/2020
126;3982760;0;PY398518784BR;13/07/2020
126;3985162;0;OJ892543170BR;13/07/2020
126;3985615;0;PY398518798BR;13/07/2020
126;3985616;0;PY398518807BR;13/07/2020
126;3985617;0;OJ892543183BR;13/07/2020
126;3985618;0;PY398518815BR;13/07/2020
126;3985619;0;OJ892543197BR;13/07/2020
126;3985620;0;PY398518988BR;13/07/2020
126;3985621;0;PY398518841BR;13/07/2020
126;3985622;0;PY398518855BR;13/07/2020
126;3985623;0;OJ892543206BR;13/07/2020
126;3985624;0;PY398518869BR;13/07/2020
126;3985625;0;PY398518872BR;13/07/2020
126;3985626;0;PY398518886BR;14/07/2020
126;3985627;0;OJ892543210BR;13/07/2020
126;3985784;0;OJ892543223BR;13/07/2020
126;3985793;0;OJ892543237BR;13/07/2020
126;3985842;0;PY398518890BR;13/07/2020
126;3986004;0;PY398518909BR;13/07/2020
126;3986080;0;PY398518824BR;13/07/2020
126;3986081;0;PY398518838BR;13/07/2020
126;3986149;0;PY398518912BR;13/07/2020
126;3986393;0;OJ892543245BR;13/07/2020
126;3986397;0;PY398518991BR;13/07/2020
126;3986439;0;PY398518926BR;14/07/2020
126;3986446;0;PY398518930BR;14/07/2020
126;3986498;0;PY398518943BR;14/07/2020
126;3986535;0;PY398518957BR;13/07/2020
126;3986663;0;PY398518965BR;13/07/2020
126;3986683;0;PY398518974BR;13/07/2020
126;3984052;0;PY398519008BR;14/07/2020
126;3984388;0;PY398519025BR;14/07/2020
126;3985928;0;PY398519011BR;14/07/2020
126;3986874;0;PY398519039BR;14/07/2020
126;3986905;0;OJ892543254BR;14/07/2020
126;3987456;0;PY398519042BR;14/07/2020
126;3987457;0;OJ892543268BR;14/07/2020
126;3987458;0;PY398519056BR;14/07/2020
126;3987459;0;PY398519060BR;14/07/2020
126;3987460;0;PY398519073BR;14/07/2020
126;3987461;0;PY398519087BR;14/07/2020
126;3987462;0;PY398519095BR;14/07/2020
126;3987463;0;PY398519100BR;14/07/2020
126;3987464;0;PY398519113BR;14/07/2020
126;3987465;0;PY398519127BR;14/07/2020
126;3987975;0;OJ892543271BR;14/07/2020
126;3988003;0;PY398519135BR;14/07/2020
126;3988123;0;PY398519144BR;14/07/2020
126;3988252;0;PY398519158BR;14/07/2020
126;3988793;0;OJ892543285BR;14/07/2020
126;3988853;0;PY398519161BR;14/07/2020
126;3988950;0;PY398519175BR;14/07/2020
126;3988981;0;OJ892543299BR;14/07/2020
126;3989006;0;PY398519189BR;14/07/2020
126;3989133;0;OJ892543308BR;14/07/2020
126;3989136;0;OJ892543311BR;14/07/2020
126;3989300;0;PY398519192BR;14/07/2020
126;3989307;0;PY398519201BR;14/07/2020
126;3989336;0;OJ892543325BR;14/07/2020
126;3989344;0;PY398519215BR;14/07/2020
126;3989542;0;PY398519229BR;14/07/2020
126;3989555;0;PY398519232BR;14/07/2020
126;3989572;0;OJ892543339BR;14/07/2020
126;3989593;0;PY398519246BR;14/07/2020
126;3989822;0;PY398519250BR;14/07/2020
126;3989871;0;OJ892543342BR;14/07/2020
126;3989932;0;PY398519263BR;14/07/2020
126;3990518;0;PY398519277BR;14/07/2020
126;3990529;0;PY398519285BR;14/07/2020
126;3982442;0;PY398518299BR;14/07/2020
126;3982475;0;PY398518308BR;14/07/2020
126;3982896;0;PY398518206BR;14/07/2020
126;3984041;0;PY398518705BR;14/07/2020
126;3984053;0;PY398518719BR;14/07/2020
126;3984114;0;PY398518722BR;14/07/2020
126;3982621;0;PY398518775BR;13/07/2020
126;3982760;0;PY398518784BR;13/07/2020
126;3985162;0;OJ892543170BR;13/07/2020
126;3985615;0;PY398518798BR;13/07/2020
126;3985616;0;PY398518807BR;13/07/2020
126;3985617;0;OJ892543183BR;13/07/2020
126;3985618;0;PY398518815BR;13/07/2020
126;3985619;0;OJ892543197BR;13/07/2020
126;3985620;0;PY398518988BR;13/07/2020
126;3985621;0;PY398518841BR;13/07/2020
126;3985622;0;PY398518855BR;13/07/2020
126;3985623;0;OJ892543206BR;13/07/2020
126;3985624;0;PY398518869BR;13/07/2020
126;3985625;0;PY398518872BR;13/07/2020
126;3985626;0;PY398518886BR;14/07/2020
126;3985627;0;OJ892543210BR;13/07/2020
126;3985784;0;OJ892543223BR;13/07/2020
126;3985793;0;OJ892543237BR;13/07/2020
126;3985842;0;PY398518890BR;13/07/2020
126;3986004;0;PY398518909BR;13/07/2020
126;3986080;0;PY398518824BR;13/07/2020
126;3986081;0;PY398518838BR;13/07/2020
126;3986149;0;PY398518912BR;13/07/2020
126;3986393;0;OJ892543245BR;13/07/2020
126;3986397;0;PY398518991BR;13/07/2020
126;3986439;0;PY398518926BR;14/07/2020
126;3986446;0;PY398518930BR;14/07/2020
126;3986498;0;PY398518943BR;14/07/2020
126;3986535;0;PY398518957BR;13/07/2020
126;3986663;0;PY398518965BR;13/07/2020
126;3986683;0;PY398518974BR;13/07/2020
126;3984052;0;PY398519008BR;14/07/2020
126;3984388;0;PY398519025BR;14/07/2020
126;3985928;0;PY398519011BR;14/07/2020
126;3986874;0;PY398519039BR;14/07/2020
126;3986905;0;OJ892543254BR;14/07/2020
126;3987456;0;PY398519042BR;14/07/2020
126;3987457;0;OJ892543268BR;14/07/2020
126;3987458;0;PY398519056BR;14/07/2020
126;3987459;0;PY398519060BR;14/07/2020
126;3987460;0;PY398519073BR;14/07/2020
126;3987461;0;PY398519087BR;14/07/2020
126;3987462;0;PY398519095BR;14/07/2020
126;3987463;0;PY398519100BR;14/07/2020
126;3987464;0;PY398519113BR;14/07/2020
126;3987465;0;PY398519127BR;14/07/2020
126;3987975;0;OJ892543271BR;14/07/2020
126;3988003;0;PY398519135BR;14/07/2020
126;3988123;0;PY398519144BR;14/07/2020
126;3988252;0;PY398519158BR;14/07/2020
126;3988793;0;OJ892543285BR;14/07/2020
126;3988853;0;PY398519161BR;14/07/2020
126;3988950;0;PY398519175BR;14/07/2020
126;3988981;0;OJ892543299BR;14/07/2020
126;3989006;0;PY398519189BR;14/07/2020
126;3989133;0;OJ892543308BR;14/07/2020
126;3989136;0;OJ892543311BR;14/07/2020
126;3989300;0;PY398519192BR;14/07/2020
126;3989307;0;PY398519201BR;14/07/2020
126;3989336;0;OJ892543325BR;14/07/2020
126;3989344;0;PY398519215BR;14/07/2020
126;3989542;0;PY398519229BR;14/07/2020
126;3989555;0;PY398519232BR;14/07/2020
126;3989572;0;OJ892543339BR;14/07/2020
126;3989593;0;PY398519246BR;14/07/2020
126;3989822;0;PY398519250BR;14/07/2020
126;3989871;0;OJ892543342BR;14/07/2020
126;3989932;0;PY398519263BR;14/07/2020
126;3990518;0;PY398519277BR;14/07/2020
126;3990529;0;PY398519285BR;14/07/2020
