EMPRESA;ENVIO_ID;ID_PEDIDO;ETIQUETA;DATA
126;3993612;0;PY398520315BR;22/07/2020
126;3993617;0;PY398520346BR;22/07/2020
126;3993620;0;PY398520350BR;22/07/2020
126;3993821;0;PY398520363BR;22/07/2020
126;3995077;0;PY398520385BR;22/07/2020
126;3995449;0;PY398520465BR;22/07/2020
126;3996303;0;PY398520519BR;22/07/2020
126;3996304;0;OJ892543841BR;22/07/2020
126;3996311;0;PY398520536BR;22/07/2020
126;3996939;0;PY398520607BR;22/07/2020
126;3997103;0;PY398520615BR;22/07/2020
126;3997128;0;PY398520624BR;22/07/2020
126;3998324;0;PY398520655BR;22/07/2020
126;3998330;0;PY398520669BR;22/07/2020
126;3998643;0;OJ892544422BR;22/07/2020
126;3999124;0;PY398521094BR;22/07/2020
126;3999125;0;OJ892544436BR;22/07/2020
126;3999128;0;OJ892544453BR;22/07/2020
126;3999129;0;OJ892544467BR;22/07/2020
126;3999130;0;OJ892544475BR;22/07/2020
126;3999131;0;OJ892544484BR;22/07/2020
126;3999132;0;OJ892544498BR;22/07/2020
126;3999133;0;PY398521117BR;22/07/2020
126;3999134;0;PY398521125BR;22/07/2020
126;3999135;0;PY398521134BR;22/07/2020
126;3999136;0;OJ892544507BR;22/07/2020
126;3999137;0;OJ892544515BR;22/07/2020
126;3999138;0;PY398521148BR;22/07/2020
126;3999139;0;OJ892544524BR;22/07/2020
126;3999140;0;PY398521151BR;22/07/2020
126;3999328;0;OJ892544538BR;22/07/2020
126;3999379;0;OJ892544541BR;22/07/2020
126;3999386;0;OJ892544555BR;22/07/2020
126;3999842;0;OJ892544569BR;22/07/2020
126;3999875;0;PY398521179BR;22/07/2020
126;3999918;0;PY398521182BR;22/07/2020
126;3999987;0;OJ892544572BR;22/07/2020
126;4000104;0;OJ892544590BR;22/07/2020
126;4000347;0;PY398521196BR;22/07/2020
126;4000388;0;PY398521205BR;22/07/2020
126;4000682;0;OJ892544609BR;22/07/2020
126;4000771;0;PY398520995BR;22/07/2020
126;4000864;0;OJ892544379BR;22/07/2020
126;4000889;0;OJ892544348BR;22/07/2020
126;4000998;0;PY398521001BR;22/07/2020
126;4001052;0;OJ892544382BR;22/07/2020
126;4001180;0;PY398521015BR;22/07/2020
126;4001228;0;PY398521029BR;22/07/2020
126;4001367;0;PY398521032BR;22/07/2020
126;4001369;0;PY398521046BR;22/07/2020
126;4001424;0;PY398521063BR;22/07/2020
126;4001514;0;OJ892544396BR;22/07/2020
126;4001723;0;OJ892544405BR;22/07/2020
126;4001755;0;OJ892544351BR;22/07/2020
126;4001882;0;OJ892544334BR;22/07/2020
126;4002175;0;PY398521219BR;22/07/2020
126;4002205;0;OJ892544612BR;22/07/2020
126;4002238;0;PY398521222BR;22/07/2020
126;4002335;0;PY398521236BR;22/07/2020
126;4002482;0;OJ892544626BR;22/07/2020
126;4002808;0;PY398521267BR;22/07/2020
126;4002811;0;PY398521298BR;22/07/2020
126;4002812;0;PY398521307BR;22/07/2020
126;3993612;0;PY398520315BR;22/07/2020
126;3993617;0;PY398520346BR;22/07/2020
126;3993620;0;PY398520350BR;22/07/2020
126;3993821;0;PY398520363BR;22/07/2020
126;3995077;0;PY398520385BR;22/07/2020
126;3995449;0;PY398520465BR;22/07/2020
126;3996303;0;PY398520519BR;22/07/2020
126;3996304;0;OJ892543841BR;22/07/2020
126;3996311;0;PY398520536BR;22/07/2020
126;3996939;0;PY398520607BR;22/07/2020
126;3997103;0;PY398520615BR;22/07/2020
126;3997128;0;PY398520624BR;22/07/2020
126;3998324;0;PY398520655BR;22/07/2020
126;3998330;0;PY398520669BR;22/07/2020
126;3998643;0;OJ892544422BR;22/07/2020
126;3999124;0;PY398521094BR;22/07/2020
126;3999125;0;OJ892544436BR;22/07/2020
126;3999128;0;OJ892544453BR;22/07/2020
126;3999129;0;OJ892544467BR;22/07/2020
126;3999130;0;OJ892544475BR;22/07/2020
126;3999131;0;OJ892544484BR;22/07/2020
126;3999132;0;OJ892544498BR;22/07/2020
126;3999133;0;PY398521117BR;22/07/2020
126;3999134;0;PY398521125BR;22/07/2020
126;3999135;0;PY398521134BR;22/07/2020
126;3999136;0;OJ892544507BR;22/07/2020
126;3999137;0;OJ892544515BR;22/07/2020
126;3999138;0;PY398521148BR;22/07/2020
126;3999139;0;OJ892544524BR;22/07/2020
126;3999140;0;PY398521151BR;22/07/2020
126;3999328;0;OJ892544538BR;22/07/2020
126;3999379;0;OJ892544541BR;22/07/2020
126;3999386;0;OJ892544555BR;22/07/2020
126;3999842;0;OJ892544569BR;22/07/2020
126;3999875;0;PY398521179BR;22/07/2020
126;3999918;0;PY398521182BR;22/07/2020
126;3999987;0;OJ892544572BR;22/07/2020
126;4000104;0;OJ892544590BR;22/07/2020
126;4000347;0;PY398521196BR;22/07/2020
126;4000388;0;PY398521205BR;22/07/2020
126;4000682;0;OJ892544609BR;22/07/2020
126;4000771;0;PY398520995BR;22/07/2020
126;4000864;0;OJ892544379BR;22/07/2020
126;4000889;0;OJ892544348BR;22/07/2020
126;4000998;0;PY398521001BR;22/07/2020
126;4001052;0;OJ892544382BR;22/07/2020
126;4001180;0;PY398521015BR;22/07/2020
126;4001228;0;PY398521029BR;22/07/2020
126;4001367;0;PY398521032BR;22/07/2020
126;4001369;0;PY398521046BR;22/07/2020
126;4001424;0;PY398521063BR;22/07/2020
126;4001514;0;OJ892544396BR;22/07/2020
126;4001723;0;OJ892544405BR;22/07/2020
126;4001755;0;OJ892544351BR;22/07/2020
126;4001882;0;OJ892544334BR;22/07/2020
126;4002175;0;PY398521219BR;22/07/2020
126;4002205;0;OJ892544612BR;22/07/2020
126;4002238;0;PY398521222BR;22/07/2020
126;4002335;0;PY398521236BR;22/07/2020
126;4002482;0;OJ892544626BR;22/07/2020
126;4002808;0;PY398521267BR;22/07/2020
126;4002811;0;PY398521298BR;22/07/2020
126;4002812;0;PY398521307BR;22/07/2020
