EMPRESA;ENVIO_ID;ID_PEDIDO;ETIQUETA;DATA
126;3986273;0;OJ892543577BR;16/07/2020
126;3988511;0;OJ892543585BR;16/07/2020
126;3988554;0;OJ892543594BR;16/07/2020
126;3988598;0;OJ892543603BR;16/07/2020
126;3988603;0;OJ892543617BR;16/07/2020
126;3992471;0;OJ892543625BR;16/07/2020
126;3992475;0;OJ892543634BR;16/07/2020
126;3992479;0;OJ892543648BR;16/07/2020
126;3992480;0;OJ892543651BR;16/07/2020
126;3992484;0;OJ892543665BR;16/07/2020
126;3992485;0;OJ892543679BR;16/07/2020
126;3992570;0;OJ892543682BR;16/07/2020
126;3992720;0;OJ892543696BR;16/07/2020
126;3992841;0;OJ892543705BR;16/07/2020
126;3993113;0;OJ892543722BR;16/07/2020
126;3993269;0;OJ892543736BR;16/07/2020
126;3986273;0;OJ892543577BR;16/07/2020
126;3988511;0;OJ892543585BR;16/07/2020
126;3988554;0;OJ892543594BR;16/07/2020
126;3988598;0;OJ892543603BR;16/07/2020
126;3988603;0;OJ892543617BR;16/07/2020
126;3992471;0;OJ892543625BR;16/07/2020
126;3992475;0;OJ892543634BR;16/07/2020
126;3992479;0;OJ892543648BR;16/07/2020
126;3992480;0;OJ892543651BR;16/07/2020
126;3992484;0;OJ892543665BR;16/07/2020
126;3992485;0;OJ892543679BR;16/07/2020
126;3992570;0;OJ892543682BR;16/07/2020
126;3992720;0;OJ892543696BR;16/07/2020
126;3992841;0;OJ892543705BR;16/07/2020
126;3993113;0;OJ892543722BR;16/07/2020
126;3993269;0;OJ892543736BR;16/07/2020
